date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:56:57	2862/2862	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb21e-b2e%22	https://mediaman.ma/assets/media/others/bubble-15.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/others/bubble-15.png	(from https://mediaman.ma/)
12:56:58	44398/44398	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Jun%202023%2011:56:58%20GMT	https://mediaman.ma/privacy-policy	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/privacy-policy.html	(from https://mediaman.ma/)
12:56:58	46387/46387	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Jun%202023%2011:56:58%20GMT	https://mediaman.ma/terms-of-use	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/terms-of-use.html	(from https://mediaman.ma/)
12:56:58	89503/89503	---MCZ	200	added ('OK')	application/javascript	etag:W/%22618eb1dc-15d9f%22	https://mediaman.ma/assets/js/vendor/jquery-3.6.0.min.js	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/js/vendor/jquery-3.6.0.min.js	(from https://mediaman.ma/)
12:56:59	0/0	---M--	451	error ('Unknown%20error')	text/html	date:Sat,%2003%20Jun%202023%2011:56:59%20GMT	https://cdn.rtlcss.com/bootstrap/v4.2.1/js/bootstrap.min.js	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/cdn.rtlcss.com/bootstrap/v4.2.1/js/bootstrap.min.5a.delayed	(from https://mediaman.ma/)
12:56:59	35456/35456	---MCZ	200	added ('OK')	application/javascript	etag:W/%22618eb1dc-8a80%22	https://mediaman.ma/assets/js/vendor/isotope.pkgd.min.js	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/js/vendor/isotope.pkgd.min.js	(from https://mediaman.ma/)
12:56:59	5600/5600	---MCZ	200	added ('OK')	application/javascript	etag:W/%22618eb1da-15e0%22	https://mediaman.ma/assets/js/vendor/imagesloaded.pkgd.min.js	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/js/vendor/imagesloaded.pkgd.min.js	(from https://mediaman.ma/)
12:57:00	9135/9135	---MCZ	200	added ('OK')	application/javascript	etag:W/%22618eb1e0-23af%22	https://mediaman.ma/assets/js/vendor/waypoints.min.js	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/js/vendor/waypoints.min.js	(from https://mediaman.ma/)
12:57:00	1175/1175	---MCZ	200	added ('OK')	application/javascript	etag:W/%22618eb1da-497%22	https://mediaman.ma/assets/js/vendor/counterup.js	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/js/vendor/counterup.js	(from https://mediaman.ma/)
12:57:00	42864/42864	---MCZ	200	added ('OK')	application/javascript	etag:W/%22618eb1e0-a770%22	https://mediaman.ma/assets/js/vendor/slick.min.js	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/js/vendor/slick.min.js	(from https://mediaman.ma/)
12:57:00	3283/3283	---MCZ	200	added ('OK')	application/javascript	etag:W/%22618eb1de-cd3%22	https://mediaman.ma/assets/js/vendor/sal.js	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/js/vendor/sal.js	(from https://mediaman.ma/)
12:57:00	20219/20219	---MCZ	200	added ('OK')	application/javascript	etag:W/%22618eb1dc-4efb%22	https://mediaman.ma/assets/js/vendor/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/js/vendor/jquery.magnific-popup.min.js	(from https://mediaman.ma/)
12:57:01	3833/3833	---MCZ	200	added ('OK')	application/javascript	etag:W/%22618eb1de-ef9%22	https://mediaman.ma/assets/js/vendor/js.cookie.js	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/js/vendor/js.cookie.js	(from https://mediaman.ma/)
12:57:01	12323/12323	---MCZ	200	added ('OK')	application/javascript	etag:W/%22618eb1de-3023%22	https://mediaman.ma/assets/js/vendor/jquery.style.switcher.js	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/js/vendor/jquery.style.switcher.js	(from https://mediaman.ma/)
12:57:02	5360/5360	---MCZ	200	added ('OK')	application/javascript	etag:W/%22618eb1dc-14f0%22	https://mediaman.ma/assets/js/vendor/jquery.countdown.min.js	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/js/vendor/jquery.countdown.min.js	(from https://mediaman.ma/)
12:57:02	11008/11008	---MCZ	200	added ('OK')	application/javascript	etag:W/%22618eb1e0-2b00%22	https://mediaman.ma/assets/js/vendor/tilt.js	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/js/vendor/tilt.js	(from https://mediaman.ma/)
12:57:02	18280/18280	---MCZ	200	added ('OK')	application/javascript	etag:W/%22618eb1da-4768%22	https://mediaman.ma/assets/js/vendor/green-audio-player.min.js	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/js/vendor/green-audio-player.min.js	(from https://mediaman.ma/)
12:57:02	5366/5366	---MCZ	200	added ('OK')	application/javascript	etag:W/%22618eb1de-14f6%22	https://mediaman.ma/assets/js/vendor/jquery.nav.js	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/js/vendor/jquery.nav.js	(from https://mediaman.ma/)
12:57:02	15200/15200	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261b4d4f2-3b60%22	https://mediaman.ma/assets/js/app.js	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/js/app.js	(from https://mediaman.ma/)
12:57:03	2586/2586	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261d6e1ce-a1a%22	https://mediaman.ma/assets/js/sheets.js	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/js/sheets.js	(from https://mediaman.ma/)
12:57:03	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2011:57:03%20GMT	https://mediaman.ma/c	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/c	(from https://connect.facebook.net/en_US/fbevents.js)
12:57:03	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2011:57:03%20GMT	https://mediaman.ma/b	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/b	(from https://connect.facebook.net/en_US/fbevents.js)
12:57:03	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2011:57:04%20GMT	https://mediaman.ma/POST	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/POST	(from https://connect.facebook.net/en_US/fbevents.js)
12:57:04	129590/129590	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22618eb1c4-1fa36%22	https://mediaman.ma/assets/css/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/fa-brands-400.eot	(from https://mediaman.ma/assets/css/vendor/font-awesome.css)
12:57:05	129590/129590	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22618eb1c4-1fa36%22	https://mediaman.ma/assets/css/fonts/fa-brands-400d41d.eot?	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/fa-brands-400d41dd41d.eot	(from https://mediaman.ma/assets/css/vendor/font-awesome.css)
12:57:05	74652/74652	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Nov%202021%2013:35:46%20GMT	https://mediaman.ma/assets/css/fonts/fa-brands-400.html	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/fa-brands-400.html	(from https://mediaman.ma/assets/css/vendor/font-awesome.css)
12:57:06	87520/87520	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22618eb1c6-155e0%22	https://mediaman.ma/assets/css/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/fa-brands-400.woff	(from https://mediaman.ma/assets/css/vendor/font-awesome.css)
12:57:06	129284/129284	---M--	200	added ('OK')	application/octet-stream	etag:%22618eb1c6-1f904%22	https://mediaman.ma/assets/css/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/fa-brands-400.ttf	(from https://mediaman.ma/assets/css/vendor/font-awesome.css)
12:57:07	694443/694443	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22618eb1c4-a98ab%22	https://mediaman.ma/assets/css/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/fa-brands-400.svg	(from https://mediaman.ma/assets/css/vendor/font-awesome.css)
12:57:08	502130/502130	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22618eb1c6-7a972%22	https://mediaman.ma/assets/css/fonts/fa-duotone-900.eot	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/fa-duotone-900.eot	(from https://mediaman.ma/assets/css/vendor/font-awesome.css)
12:57:08	502130/502130	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22618eb1c6-7a972%22	https://mediaman.ma/assets/css/fonts/fa-duotone-900d41d.eot?	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/fa-duotone-900d41dd41d.eot	(from https://mediaman.ma/assets/css/vendor/font-awesome.css)
12:57:08	165712/165712	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Nov%202021%2013:35:46%20GMT	https://mediaman.ma/assets/css/fonts/fa-duotone-900.html	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/fa-duotone-900.html	(from https://mediaman.ma/assets/css/vendor/font-awesome.css)
12:57:10	234468/234468	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22618eb1c8-393e4%22	https://mediaman.ma/assets/css/fonts/fa-duotone-900.woff	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/fa-duotone-900.woff	(from https://mediaman.ma/assets/css/vendor/font-awesome.css)
12:57:11	429282/429282	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22618eb1ca-68ce2%22	https://mediaman.ma/assets/css/fonts/fa-light-300.eot	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/fa-light-300.eot	(from https://mediaman.ma/assets/css/vendor/font-awesome.css)
12:57:12	501832/501832	---M--	200	added ('OK')	application/octet-stream	etag:%22618eb1c8-7a848%22	https://mediaman.ma/assets/css/fonts/fa-duotone-900.ttf	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/fa-duotone-900.ttf	(from https://mediaman.ma/assets/css/vendor/font-awesome.css)
12:57:12	2277251/2277251	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22618eb1c8-22bf83%22	https://mediaman.ma/assets/css/fonts/fa-duotone-900.svg	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/fa-duotone-900.svg	(from https://mediaman.ma/assets/css/vendor/font-awesome.css)
12:57:13	429282/429282	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22618eb1ca-68ce2%22	https://mediaman.ma/assets/css/fonts/fa-light-300d41d.eot?	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/fa-light-300d41dd41d.eot	(from https://mediaman.ma/assets/css/vendor/font-awesome.css)
12:57:14	218228/218228	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22618eb1cc-35474%22	https://mediaman.ma/assets/css/fonts/fa-light-300.woff	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/fa-light-300.woff	(from https://mediaman.ma/assets/css/vendor/font-awesome.css)
12:57:15	164968/164968	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Nov%202021%2013:35:50%20GMT	https://mediaman.ma/assets/css/fonts/fa-light-300.html	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/fa-light-300.html	(from https://mediaman.ma/assets/css/vendor/font-awesome.css)
12:57:19	429000/429000	---M--	200	added ('OK')	application/octet-stream	etag:%22618eb1ca-68bc8%22	https://mediaman.ma/assets/css/fonts/fa-light-300.ttf	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/fa-light-300.ttf	(from https://mediaman.ma/assets/css/vendor/font-awesome.css)
12:57:19	397226/397226	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22618eb1cc-60faa%22	https://mediaman.ma/assets/css/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/fa-regular-400.eot	(from https://mediaman.ma/assets/css/vendor/font-awesome.css)
12:57:19	397226/397226	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22618eb1cc-60faa%22	https://mediaman.ma/assets/css/fonts/fa-regular-400d41d.eot?	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/fa-regular-400d41dd41d.eot	(from https://mediaman.ma/assets/css/vendor/font-awesome.css)
12:57:19	2077239/2077239	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22618eb1ca-1fb237%22	https://mediaman.ma/assets/css/fonts/fa-light-300.svg	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/fa-light-300.svg	(from https://mediaman.ma/assets/css/vendor/font-awesome.css)
12:57:20	152180/152180	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Nov%202021%2013:35:52%20GMT	https://mediaman.ma/assets/css/fonts/fa-regular-400.html	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/fa-regular-400.html	(from https://mediaman.ma/assets/css/vendor/font-awesome.css)
12:57:21	201232/201232	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22618eb1ce-31210%22	https://mediaman.ma/assets/css/fonts/fa-regular-400.woff	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/fa-regular-400.woff	(from https://mediaman.ma/assets/css/vendor/font-awesome.css)
12:57:23	1866587/1866587	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22618eb1cc-1c7b5b%22	https://mediaman.ma/assets/css/fonts/fa-regular-400.svg	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/fa-regular-400.svg	(from https://mediaman.ma/assets/css/vendor/font-awesome.css)
12:57:24	396932/396932	---M--	200	added ('OK')	application/octet-stream	etag:%22618eb1ce-60e84%22	https://mediaman.ma/assets/css/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/fa-regular-400.ttf	(from https://mediaman.ma/assets/css/vendor/font-awesome.css)
12:57:24	338998/338998	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22618eb1ce-52c36%22	https://mediaman.ma/assets/css/fonts/fa-solid-900.eot	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/fa-solid-900.eot	(from https://mediaman.ma/assets/css/vendor/font-awesome.css)
12:57:26	164092/164092	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22618eb1d0-280fc%22	https://mediaman.ma/assets/css/fonts/fa-solid-900.woff	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/fa-solid-900.woff	(from https://mediaman.ma/assets/css/vendor/font-awesome.css)
12:57:26	123060/123060	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Nov%202021%2013:35:54%20GMT	https://mediaman.ma/assets/css/fonts/fa-solid-900.html	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/fa-solid-900.html	(from https://mediaman.ma/assets/css/vendor/font-awesome.css)
12:57:26	338998/338998	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22618eb1ce-52c36%22	https://mediaman.ma/assets/css/fonts/fa-solid-900d41d.eot?	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/fa-solid-900d41dd41d.eot	(from https://mediaman.ma/assets/css/vendor/font-awesome.css)
12:57:27	338716/338716	---M--	200	added ('OK')	application/octet-stream	etag:%22618eb1d0-52b1c%22	https://mediaman.ma/assets/css/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/fa-solid-900.ttf	(from https://mediaman.ma/assets/css/vendor/font-awesome.css)
12:57:28	4178/4178	---MCZ	200	added ('OK')	image/gif	etag:W/%22618eb1c4-1052%22	https://mediaman.ma/assets/css/fonts/ajax-loader.gif	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/ajax-loader.gif	(from https://mediaman.ma/assets/css/vendor/slick-theme.css)
12:57:28	2048/2048	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22618eb1d2-800%22	https://mediaman.ma/assets/css/fonts/slick.eot	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/slick.eot	(from https://mediaman.ma/assets/css/vendor/slick-theme.css)
12:57:29	2048/2048	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22618eb1d2-800%22	https://mediaman.ma/assets/css/fonts/slickd41d.eot?	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/slickd41dd41d.eot	(from https://mediaman.ma/assets/css/vendor/slick-theme.css)
12:57:30	1522998/1522998	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22618eb1d0-173d36%22	https://mediaman.ma/assets/css/fonts/fa-solid-900.svg	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/fa-solid-900.svg	(from https://mediaman.ma/assets/css/vendor/font-awesome.css)
12:57:30	1380/1380	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22618eb1d2-564%22	https://mediaman.ma/assets/css/fonts/slick.woff	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/slick.woff	(from https://mediaman.ma/assets/css/vendor/slick-theme.css)
12:57:30	1892/1892	---M--	200	added ('OK')	application/octet-stream	etag:%22618eb1d2-764%22	https://mediaman.ma/assets/css/fonts/slick.ttf	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/slick.ttf	(from https://mediaman.ma/assets/css/vendor/slick-theme.css)
12:57:31	2166/2166	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22618eb1d2-876%22	https://mediaman.ma/assets/css/fonts/slick.svg	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/css/fonts/slick.svg	(from https://mediaman.ma/assets/css/vendor/slick-theme.css)
12:57:31	393/393	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb218-189%22	https://mediaman.ma/assets/media/icon/message.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/icon/message.png	(from https://mediaman.ma/assets/css/app.css?ver=1.1.1)
12:57:32	12066/12066	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb23c-2f22%22	https://mediaman.ma/assets/media/others/designer-text.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/others/designer-text.png	(from https://mediaman.ma/assets/css/app.css?ver=1.1.1)
12:57:32	338/338	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb218-152%22	https://mediaman.ma/assets/media/icon/message-light.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/icon/message-light.png	(from https://mediaman.ma/assets/css/app.css?ver=1.1.1)
12:57:33	29880/29880	---M--	200	added ('OK')	application/octet-stream	etag:%226193e408-74b8%22	https://mediaman.ma/assets/avenir/AvenirArabic-Book.woff2	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/avenir/AvenirArabic-Book.woff2	(from https://mediaman.ma/assets/avenir/stylesheet.css)
12:57:33	41112/41112	---MCZ	200	added ('OK')	application/font-woff	etag:W/%226193e408-a098%22	https://mediaman.ma/assets/avenir/AvenirArabic-Book.woff	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/avenir/AvenirArabic-Book.woff	(from https://mediaman.ma/assets/avenir/stylesheet.css)
12:57:33	30200/30200	---M--	200	added ('OK')	application/octet-stream	etag:%226193e408-75f8%22	https://mediaman.ma/assets/avenir/AvenirArabic-Medium.woff2	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/avenir/AvenirArabic-Medium.woff2	(from https://mediaman.ma/assets/avenir/stylesheet.css)
12:57:34	41528/41528	---MCZ	200	added ('OK')	application/font-woff	etag:W/%226193e408-a238%22	https://mediaman.ma/assets/avenir/AvenirArabic-Medium.woff	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/avenir/AvenirArabic-Medium.woff	(from https://mediaman.ma/assets/avenir/stylesheet.css)
12:57:34	29548/29548	---M--	200	added ('OK')	application/octet-stream	etag:%226193e40a-736c%22	https://mediaman.ma/assets/avenir/AvenirArabic-Light.woff2	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/avenir/AvenirArabic-Light.woff2	(from https://mediaman.ma/assets/avenir/stylesheet.css)
12:57:35	40760/40760	---MCZ	200	added ('OK')	application/font-woff	etag:W/%226193e40a-9f38%22	https://mediaman.ma/assets/avenir/AvenirArabic-Light.woff	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/avenir/AvenirArabic-Light.woff	(from https://mediaman.ma/assets/avenir/stylesheet.css)
12:57:36	30532/30532	---M--	200	added ('OK')	application/octet-stream	etag:%226193e40a-7744%22	https://mediaman.ma/assets/avenir/AvenirArabic-Black.woff2	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/avenir/AvenirArabic-Black.woff2	(from https://mediaman.ma/assets/avenir/stylesheet.css)
12:57:36	42088/42088	---MCZ	200	added ('OK')	application/font-woff	etag:W/%226193e40a-a468%22	https://mediaman.ma/assets/avenir/AvenirArabic-Black.woff	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/avenir/AvenirArabic-Black.woff	(from https://mediaman.ma/assets/avenir/stylesheet.css)
12:57:36	30580/30580	---M--	200	added ('OK')	application/octet-stream	etag:%226193e40a-7774%22	https://mediaman.ma/assets/avenir/AvenirArabic-Heavy.woff2	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/avenir/AvenirArabic-Heavy.woff2	(from https://mediaman.ma/assets/avenir/stylesheet.css)
12:57:39	712/712	---MCZ	401	error ('Unauthorized')	text/html	date:Sat,%2003%20Jun%202023%2011:57:37%20GMT	http://kit.detheme.com/elysian/wp-content/uploads/sites/53/2020/12/rio-custompattern-1.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/kit.detheme.com/elysian/wp-content/uploads/sites/53/2020/12/rio-custompattern-1.9f.delayed	(from https://mediaman.ma/assets/css/custom.css?v=1.012345)
12:57:40	41904/41904	---MCZ	200	added ('OK')	application/font-woff	etag:W/%226193e40a-a3b0%22	https://mediaman.ma/assets/avenir/AvenirArabic-Heavy.woff	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/avenir/AvenirArabic-Heavy.woff	(from https://mediaman.ma/assets/avenir/stylesheet.css)
12:57:40	712/712	---MCZ	401	error ('Unauthorized')	text/html	date:Sat,%2003%20Jun%202023%2011:57:39%20GMT	http://kit.detheme.com/elysian/wp-content/uploads/sites/53/2020/12/Rating-App-CMF3SF8.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/kit.detheme.com/elysian/wp-content/uploads/sites/53/2020/12/Rating-App-CMF3SF8.png	(from https://mediaman.ma/assets/css/custom.css?v=1.012345)
12:57:40	1708957/1708957	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb1e6-1a139d%22	https://mediaman.ma/assets/media/banner/banner-bg-1.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/banner/banner-bg-1.png	(from https://mediaman.ma/assets/css/app.css?ver=1.1.1)
12:57:41	55949/55949	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb230-da8d%22	https://mediaman.ma/assets/media/others/bubble-9.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/others/bubble-9.png	(from https://mediaman.ma/about)
12:57:41	13863/13863	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb222-3627%22	https://mediaman.ma/assets/media/others/bubble-21.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/others/bubble-21.png	(from https://mediaman.ma/about)
12:57:41	133327/133327	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb1e8-208cf%22	https://mediaman.ma/assets/media/banner/banner-thumb-2.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/banner/banner-thumb-2.png	(from https://mediaman.ma/about)
12:57:41	32323/32323	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb23e-7e43%22	https://mediaman.ma/assets/media/others/line-4.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/others/line-4.png	(from https://mediaman.ma/about)
12:57:45	485550/485550	---MCZ	200	added ('OK')	image/png	etag:W/%2261b4d828-768ae%22	https://mediaman.ma/assets/media/about/about-2-r.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/about/about-2-r.png	(from https://mediaman.ma/about)
12:57:45	532658/532658	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2261c06d2a-820b2%22	https://mediaman.ma/assets/media/team_S/Med-Gallab.jpg	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/team_S/Med-Gallab.jpg	(from https://mediaman.ma/about)
12:57:45	586548/586548	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2261c06d2a-8f334%22	https://mediaman.ma/assets/media/team_S/Brahim-Gallab.jpg	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/team_S/Brahim-Gallab.jpg	(from https://mediaman.ma/about)
12:57:46	222674/222674	---MCZ	200	added ('OK')	image/png	etag:W/%2261b7d7d4-365d2%22	https://mediaman.ma/assets/media/team_S/WAFIQ.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/team_S/WAFIQ.png	(from https://mediaman.ma/about)
12:57:47	152538/152538	---MCZ	200	added ('OK')	image/png	etag:W/%2261b7d818-253da%22	https://mediaman.ma/assets/media/team_S/HALIMA.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/team_S/HALIMA.png	(from https://mediaman.ma/about)
